"multilabel_id","query","filters","gold_answers","answer","context","exact_match","f1","sas","exact_match_context_scope","f1_context_scope","sas_context_scope","exact_match_document_id_scope","f1_document_id_scope","sas_document_id_scope","exact_match_document_id_and_context_scope","f1_document_id_and_context_scope","sas_document_id_and_context_scope","gold_contexts","rank","document_ids","gold_document_ids","offsets_in_document","gold_offsets_in_documents","offsets_in_context","gold_offsets_in_contexts","gold_answers_exact_match","gold_answers_f1","gold_answers_sas","gold_documents_id_match","gold_contexts_similarity","type","node","eval_mode","index"
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Mündliche Bachelorprüfung Entfällt","dierende darstellen kann, dass sie/er alle offenen Prüfungsleistungen im laufenden Semester abschließen kann. (18) Mündliche Bachelorprüfung Entfällt.",0.0,0.5,0.5791009664535522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",1.0,"['f195085b01bab160c06aff4bb48e349-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 522, 'end': 556}]","[{'start': 62, 'end': 71}]","[{'start': 115, 'end': 149}]","[{'start': 62, 'end': 71}]","[0]","[0.5]","[0.5791009664535522]","[0.0]","[46.013745704467354]","answer","Reader","integrated",0
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Entfällt","§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grund",1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",2.0,"['39428dd80be6e4bbc58853b34a768262-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 62, 'end': 70}]","[{'start': 62, 'end': 71}]","[{'start': 62, 'end': 70}]","[{'start': 62, 'end': 71}]","[1]","[1.0]","[0.9148849844932556]","[1.0]","[100.0]","answer","Reader","integrated",1
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","nicht ausreichend (5,0) bewertet","rgänzungsprüfung. Wird die zweite Wiederholungsprüfung mit nicht ausreichend (5,0) bewertet, so findet gem. § 21 Abs. 4 Satz 4 SPOBa Allgemeiner Teil ",0.0,0.0,0.11909326910972595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",3.0,"['89aa5a17c362d049ccbc13a85b92f250-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 75, 'end': 107}]","[{'start': 62, 'end': 71}]","[{'start': 59, 'end': 91}]","[{'start': 62, 'end': 71}]","[0]","[0]","[0.11909326910972595]","[0.0]","[39.59731543624161]","answer","Reader","integrated",2
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Bachelorzwischenprüfung abschließt","tsch und Tourismusmanagement nach drei Semestern, mit der Bachelorzwischenprüfung abschließt, und das Hauptstudium, das mit der Bachelorprüfung abschl",0.0,0.0,0.06988634169101715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",4.0,"['7984f4fd0100d0397bfe84fbd4840ab3-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 258, 'end': 292}]","[{'start': 62, 'end': 71}]","[{'start': 58, 'end': 92}]","[{'start': 62, 'end': 71}]","[0]","[0]","[0.06988634169101715]","[0.0]","[52.55972696245734]","answer","Reader","integrated",3
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Die Studierfähigkeit wird gefördert und überprüft","echniken für ein erfolgreiches Studium vermitteln. Die Studierfähigkeit wird gefördert und überprüft. Das Assessmentsemester soll den Studierenden erm",0.0,0.0,0.05140654370188713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",5.0,"['11a0bdb62a8d04b8af5f7cea3ba66e71-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 220, 'end': 269}]","[{'start': 62, 'end': 71}]","[{'start': 51, 'end': 100}]","[{'start': 62, 'end': 71}]","[0]","[0]","[0.05140654370188713]","[0.0]","[45.333333333333336]","answer","Reader","integrated",4
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Das Ergebnis der mündlichen Ergänzungsprüfung ist von dem/der Prüfer/in innerhalb von 14 Tagen nach Notenbekanntgabe der zweiten Wiederholungsprüfung schriftlich an das Zentrale Prüfungsamt zu melden"," Das Ergebnis der mündlichen Ergänzungsprüfung ist von dem/der Prüfer/in innerhalb von 14 Tagen nach Notenbekanntgabe der zweiten Wiederholungsprüfung schriftlich an das Zentrale Prüfungsamt zu melden",0.0,0.0,0.08854161202907562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",6.0,"['89aa5a17c362d049ccbc13a85b92f250-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 783, 'end': 982}]","[{'start': 62, 'end': 71}]","[{'start': 1, 'end': 200}]","[{'start': 62, 'end': 71}]","[0]","[0]","[0.08854161202907562]","[0.0]","[39.63963963963963]","answer","Reader","integrated",5
"4b8fde0214eb39e219f7a090362c4f80","Entfällt das Vorpraktikum?","","['Entfällt.']","Entfällt","§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grund",1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,1.0,1.0,0.9148849844932556,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",1.0,"['39428dd80be6e4bbc58853b34a768262-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 62, 'end': 70}]","[{'start': 62, 'end': 71}]","[{'start': 62, 'end': 70}]","[{'start': 62, 'end': 71}]","[1]","[1.0]","[0.9148849844932556]","[1.0]","[100.0]","answer","Reader","isolated",6
"8167d0e664b1e1b28d6d413c05899ce6","Wie viele Semester umfasst der Studiengang?","","['Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium).']","sieben","N) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). D",0.0,0.15384615384615385,0.6658788323402405,0.0,0.15384615384615385,0.6658788323402405,0.0,0.15384615384615385,0.6658788323402405,0.0,0.15384615384615385,0.6658788323402405,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",1.0,"['39428dd80be6e4bbc58853b34a768262-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 114, 'end': 120}]","[{'start': 90, 'end': 190}]","[{'start': 72, 'end': 78}]","[{'start': 90, 'end': 190}]","[0]","[0.15384615384615385]","[0.6658788323402405]","[1.0]","[100.0]","answer","Reader","integrated",0
"8167d0e664b1e1b28d6d413c05899ce6","Wie viele Semester umfasst der Studiengang?","","['Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium).']","sieben","eit, Studienaufbau und Modularisierung (1) Die Regelstudienzeit beträgt sieben Semester, im Studiengang Architektur-BA6 (BA6) sechs Semester und im St",0.0,0.15384615384615385,0.6658788323402405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",2.0,"['34e7549b248aa896f6cd85ce3be930c-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 89, 'end': 95}]","[{'start': 90, 'end': 190}]","[{'start': 72, 'end': 78}]","[{'start': 90, 'end': 190}]","[0]","[0.15384615384615385]","[0.6658788323402405]","[0.0]","[50.0]","answer","Reader","integrated",1
"8167d0e664b1e1b28d6d413c05899ce6","Wie viele Semester umfasst der Studiengang?","","['Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium).']","2020"," Übergangsregelung 1. Studierende (der SPO Nr. 3), die im Sommersemester 2020 in das erste, zweite oder dritte Semester eingestuft sind, legen die Bac",0.0,0.0,0.12275272607803345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['§ 57 Studiengang Angewandte Informatik (AIN) (1) Vorpraktikum Entfällt. (2) Studienaufbau Der Studiengang umfasst sieben Semester (zwei Semester Grundstudium und fünf Semester Hauptstudium). Das integrierte praktische Studiensemester ist im vierten Semester zu erbringen. Den Abschluss des Studiums bildet die Bachelorarbeit.']",3.0,"['f65a9aa8190f167fde510b35a966d32d-0']","['39428dd80be6e4bbc58853b34a768262-0']","[{'start': 77, 'end': 81}]","[{'start': 90, 'end': 190}]","[{'start': 73, 'end': 77}]","[{'start': 90, 'end': 190}]","[0]","[0]","[0.12275272607803345]","[0.0]","[48.993288590604024]","answer","Reader","integrated",2
